years_in_business,applicant_age,monthly_salary,existing_loans,loan_amount_requested,collateral_value,approved_status,approved_amount
9,22,3390,1,34414.31267159545,58986.0,0,0.0
4,28,2457,1,22300.421205220988,35380.799999999996,0,0.0
17,25,9014,2,62510.53709701682,200110.80000000002,1,46820.39228566559
12,49,10255,3,70520.99068980505,196896.0,1,47883.752678377634
6,40,13402,2,133227.00969828747,209071.2,1,89528.55051724918
18,27,6063,0,66368.67496043337,138236.4,1,54820.52551731796
8,47,2272,1,16473.29581855337,38169.6,0,0.0
15,61,13923,4,93490.73136612112,292383.0,1,62171.336358470544
3,58,10427,4,75671.57570027707,143892.59999999998,0,0.0
2,40,2221,1,19037.19231196971,29317.2,0,0.0
9,38,11871,2,73133.21059795027,206555.4,1,50681.314944379534
8,50,13475,2,146400.02437533918,226380.0,1,100430.41672148267
4,42,2361,1,19585.94615354062,33998.4,0,0.0
2,26,10226,0,92210.77969475598,134983.2,0,0.0
14,38,10143,4,74088.80877681135,206917.19999999998,1,48750.43617514188
2,59,12710,1,152445.53419444352,167772.0,0,0.0
2,62,5237,4,51377.313717841134,69128.40000000001,0,0.0
7,61,2212,3,24614.3423148826,35834.4,0,0.0
12,28,10368,2,73450.21716570109,199065.6,1,52443.45505631057
6,48,4924,1,36074.44669736676,76814.40000000001,0,0.0
18,52,11338,0,129175.70066220775,258506.4,1,106699.12874698358
4,55,6165,2,50910.185649193096,88776.0,0,0.0
19,47,6563,1,62977.03229327212,153574.19999999998,1,50255.67177003114
13,27,11385,1,109574.8109004319,225423.0,1,82838.5570407265
2,52,7870,0,66377.58279959491,103884.00000000001,0,0.0
8,33,10979,3,94889.72211956092,184447.19999999998,1,61773.20909983415
19,36,8642,0,74102.75068686414,202222.8,1,61727.59132215782
9,22,9295,2,73741.69764155947,161733.0,1,51102.996465600714
4,47,6172,2,71966.35115810552,88876.8,0,0.0
16,58,6394,3,54657.34612077779,138110.4,1,38642.743707389884
19,27,2416,1,27793.712164473494,56534.4,1,22179.382307249845
10,45,4298,0,45935.92710506627,77364.0,1,35370.66387090103
6,57,2983,3,24863.282699705473,46534.8,0,0.0
16,40,9397,3,75732.52779856324,202975.2,1,53542.8971535842
10,39,4799,0,50508.91499861132,86382.0,1,38891.86454893071
13,59,6450,0,56865.38215795426,127710.0,1,44980.51728694181
9,37,6521,3,40405.801007166294,113465.4,0,0.0
7,38,12465,4,123993.5032225996,201933.0,0,0.0
4,32,10543,1,111024.38549872226,151819.19999999998,0,0.0
19,25,13535,3,84801.22342028175,316719.0,1,61735.29064996511
4,37,6383,4,48624.004644309745,91915.2,0,0.0
19,30,5446,0,37749.721588362794,127436.4,1,31445.518083106206
19,44,5037,3,59334.19315336072,117865.8,1,43195.292615646606
12,31,11668,0,87613.19282459572,224025.6,1,68688.74317448305
13,47,7807,2,69096.56429325085,154578.6,1,49818.62285543385
4,57,5248,4,62146.02661311158,75571.2,0,0.0
10,60,10870,3,79972.6233181305,195660.0,1,53181.794506556784
7,24,3147,3,22831.5529408401,50981.4,0,0.0
5,41,13603,0,125942.30188094347,204045.0,1,92567.59188249345
17,38,5685,4,62908.5566867609,126207.0,1,42714.90999031065
18,49,10301,3,90787.75645979075,234862.8,1,65457.972407509114
11,22,10254,4,64323.42904547165,190724.4,1,40974.02430196544
15,57,5292,0,51245.773591292906,111132.0,1,41252.84774099078
7,46,14582,4,101714.972916111,236228.40000000002,1,61944.418505911606
18,54,4493,0,28818.464624365348,102440.4,1,23804.051779725774
6,42,5435,3,60383.32682141032,84786.0,0,0.0
18,51,3061,4,30612.79812829091,69790.8,1,21000.379516007564
16,34,9404,2,73513.79358109916,203126.4,1,54547.23483717557
2,60,13587,1,156555.94433538438,179348.40000000002,0,0.0
19,44,13175,1,143460.22383925854,308295.0,1,114481.25862372831
1,27,9134,1,103791.42512862971,115088.40000000001,0,0.0
11,40,3150,3,24661.59260728518,58590.0,0,0.0
5,31,10064,2,106503.86009830076,150960.0,0,0.0
16,37,11715,4,72590.96859924073,253044.0,1,48781.13089868977
1,34,3141,2,32372.588707398758,39576.6,0,0.0
19,43,12497,3,138013.59979120144,292429.8,1,100473.90064799465
14,23,10472,4,78805.05060866826,213628.8,1,51853.72330050372
3,63,7957,1,48708.064973087596,109806.59999999999,0,0.0
2,47,12042,4,135650.97015520904,158954.40000000002,0,0.0
5,26,7204,1,43741.85770486331,108060.0,0,0.0
17,51,7779,3,54379.38951435392,172693.80000000002,1,38826.8841132487
18,58,6479,2,65568.97466183227,147721.19999999998,1,49570.14484434518
1,43,2652,4,18798.186645808113,33415.200000000004,0,0.0
15,39,3622,1,40155.58341786233,76062.0,1,30919.79923175399
9,50,9565,1,110584.83057567963,166431.0,1,80505.75665909477
5,40,4179,2,37163.462776445034,62685.0,0,0.0
13,25,8206,3,56565.6497590875,162478.8,1,38804.03573473402
19,29,10565,1,87969.50857359509,247221.0,1,70199.66784172886
10,48,2684,1,21978.61325808715,48312.0,0,0.0
14,50,5205,3,34129.275291361744,106182.0,1,23651.58777691369
12,54,5031,4,39343.876743444,96595.20000000001,0,0.0
11,28,6155,4,59764.70014464535,114483.0,0,0.0
7,56,5356,0,35573.68580131504,86767.20000000001,0,0.0
17,25,12453,2,104909.56014506293,276456.60000000003,1,78577.26054865212
18,47,13297,1,135017.5365947592,303171.6,1,106798.8714464545
7,34,8604,3,99931.79381398667,139384.80000000002,0,0.0
6,32,2752,3,18858.72339120754,42931.200000000004,0,0.0
11,60,12356,0,94659.24009003876,229821.6,1,73550.22954996012
12,55,3215,3,26340.24990095589,61728.0,0,0.0
16,46,9134,0,96753.23481265658,197294.4,1,78563.62666787714
19,42,14388,2,128941.37505244563,336679.2,1,98382.269165016
19,57,14947,4,134869.68617561265,349759.8,1,93464.69251969956
11,62,8866,3,81779.67565197777,164907.6,1,54955.94203812906
16,62,6281,4,51119.085724141376,135669.6,1,34352.025606623
12,23,4854,1,57709.794377696206,93196.8,1,43224.63598889446
8,46,6307,2,70434.05053621426,105957.59999999999,0,0.0
3,53,13617,2,112735.31899178408,187914.59999999998,0,0.0
2,22,11367,4,99990.78664938678,150044.40000000002,0,0.0
6,54,9484,2,61171.326912043325,147950.4,0,0.0
16,27,8726,2,87145.54161522258,188481.6,1,64661.991878495144
15,34,5979,0,65781.27133972007,125559.0,1,52953.92342847465
14,38,10587,1,110856.86010520543,215974.8,1,84583.78426027174
2,37,11791,0,98077.091287492,155641.2,0,0.0
18,59,4329,4,45177.44328332221,98701.2,1,30991.726092359033
14,43,11587,1,128306.48733526195,236374.8,1,97897.84983680486
18,64,13930,3,147031.4957644959,317604.0,1,106009.7084462015
2,62,2375,2,25292.602194810363,31350.000000000004,0,0.0
1,28,2406,2,26546.463743504788,30315.600000000002,0,0.0
2,23,10508,1,75588.57393325042,138705.6,0,0.0
9,22,9847,0,97847.0294476453,171337.8,1,74657.28346855336
9,40,6851,3,73346.25068916849,119207.4,0,0.0
16,37,13390,1,132161.2724647842,289224.0,1,102689.30870513731
11,55,2415,4,15247.391612472416,44919.0,0,0.0
6,50,8835,3,103860.97898085909,137826.0,0,0.0
12,29,8354,2,78588.65000178143,160396.80000000002,1,56112.29610127194
3,47,10018,3,85207.15876242616,138248.4,0,0.0
12,32,7614,1,65871.00190010355,146188.80000000002,1,49337.380423177565
1,31,10111,2,92793.81799551247,127398.6,0,0.0
9,25,3859,1,25504.307913193614,67146.59999999999,0,0.0
6,55,7765,1,65933.54462529153,121134.0,0,0.0
11,44,2300,0,26635.421080910855,42780.0,1,20695.722179867735
3,23,7275,4,50295.49401500258,100394.99999999999,0,0.0
4,54,10544,0,88280.42399360682,151833.6,0,0.0
10,53,10089,4,106342.83750945177,181602.0,1,66995.98763095462
19,41,14603,4,104450.18904407836,341710.2,1,72383.9810075463
6,34,10069,3,86320.82103406513,157076.4,0,0.0
1,24,8131,2,83929.07342790178,102450.6,0,0.0
8,50,4037,2,26773.007220558382,67821.59999999999,0,0.0
8,39,7255,2,62381.83511174944,121883.99999999999,0,0.0
6,27,8144,4,88450.709504651,127046.40000000001,0,0.0
17,35,14296,4,155070.9362446569,317371.2,1,105293.16571012205
19,25,7532,3,77275.83548018,176248.8,1,56256.80822957104
1,47,13279,1,134562.32047921655,167315.4,0,0.0
15,33,11367,1,110799.84458190216,238707.0,1,85315.88032806464
13,59,6849,3,48408.03111460626,135610.19999999998,1,33207.90934461988
3,49,6015,0,42131.8607028455,83007.0,0,0.0
2,62,11659,0,75596.25629128325,153898.80000000002,0,0.0
3,27,4837,3,38100.453658688304,66750.59999999999,0,0.0
9,59,13761,1,104288.20015798221,239441.4,1,75921.80971501106
16,25,7281,1,79472.01604720722,157269.6,1,61749.75646868
13,29,12863,0,129256.53646654416,254687.4,1,102241.92034503641
19,52,6276,2,61959.29098146213,146858.4,1,47274.9390188556
18,53,4189,4,37814.62074720951,95509.2,1,25940.82983258572
12,25,6502,0,59234.24054533766,124838.40000000001,1,46439.64458754473
12,49,13355,3,88897.3466307402,256416.0,1,60361.298362272595
1,28,14683,2,154071.57904264322,185005.80000000002,0,0.0
8,30,2427,2,17272.287749752046,40773.6,0,0.0
17,24,11796,2,109090.22511343031,261871.2,1,81708.5786099593
7,54,14149,1,127232.03996464895,229213.80000000002,1,90843.67653475935
9,41,9908,2,90450.09324448211,172399.19999999998,1,62681.914618426104
17,40,9267,1,70569.04365100287,205727.40000000002,1,55326.130222386244
10,37,4207,4,45554.18656523302,75726.0,0,0.0
4,24,11044,1,130460.88913004151,159033.6,0,0.0
7,27,12142,0,100771.18049504221,196700.40000000002,1,75477.61419078661
7,59,10487,4,109864.9868659749,169889.40000000002,0,0.0
8,50,14797,0,142678.33083778102,248589.59999999998,1,107864.81811336245
8,55,4101,1,28719.40974434538,68896.79999999999,0,0.0
16,35,14712,1,108046.51041858768,317779.2,1,83952.1385952426
12,47,3201,1,22593.241534965746,61459.200000000004,1,16922.337909689344
15,55,8111,3,78270.6108205874,170331.0,1,54789.42757441117
8,30,2152,3,20294.55864703552,36153.6,0,0.0
9,54,7762,2,72838.29328124768,135058.8,1,50476.93724390465
3,40,4585,0,43066.895177454666,63272.99999999999,0,0.0
16,30,5751,1,54634.66683689747,124221.6,1,42451.13613226933
15,60,3728,3,29926.960922022747,78288.0,1,20948.87264541592
4,27,14161,0,117107.35750988054,203918.4,1,85254.15626719303
16,44,9868,3,74885.09770722111,213148.80000000002,1,52943.76407900531
10,30,9787,2,81025.02829119597,176166.0,1,56717.519803837175
11,47,7409,2,58229.95615988982,137807.4,1,41168.579005042106
5,31,4071,3,37595.75476395851,61065.0,0,0.0
11,27,10923,4,129829.1434177549,203167.80000000002,1,82701.16435710987
13,35,3574,2,27060.278412334446,70765.2,1,19510.46073529313
15,38,10233,3,95259.0937620459,214893.0,1,66681.36563343211
6,25,2302,0,25173.38724699568,35911.200000000004,0,0.0
16,35,3420,1,28570.20958100611,73872.0,1,22199.052844441743
15,45,2070,1,12702.45595727682,43470.0,1,9780.89108710315
11,34,8319,1,58813.2140533385,154733.4,1,43639.40482757717
2,58,13084,3,121277.30558867649,172708.80000000002,0,0.0
2,22,9378,0,95479.04543300236,123789.6,0,0.0
12,59,8183,2,68265.11402693456,157113.6,1,48741.29141523127
16,54,10403,3,122409.82862751026,224704.80000000002,1,86543.74883964972
19,38,14421,1,148104.78647457273,337451.39999999997,1,118187.61960670902
2,35,12790,2,102963.28620842591,168828.0,0,0.0
17,38,13755,3,146727.5528649558,305361.0,1,104763.47274557845
14,37,5377,0,47054.277705933324,109690.8,1,37549.3136093348
16,28,5654,0,57724.74763331155,122126.40000000001,1,46872.49507824897
5,63,14626,2,114808.13094814045,219390.0,1,76347.4070805134
10,33,3152,0,26436.876224095584,56736.0,1,20356.3946925536
17,44,13795,2,139554.66180509567,306249.0,1,104526.44169201664
13,61,7214,0,85270.60949160077,142837.19999999998,1,67449.0521078562
16,27,8065,3,65240.35339468881,174204.0,1,46124.92985004498
9,64,3148,2,20907.31988640585,54775.2,0,0.0
4,59,12095,2,88576.11213027238,174168.0,0,0.0
16,51,7011,0,68912.80868838885,151437.6,1,55957.20065497173
11,43,7850,2,62401.11540491991,146010.0,1,44117.58859127838
7,22,4172,4,32264.77455892466,67586.40000000001,0,0.0
17,24,10563,1,123515.29541009251,234498.6,1,96835.99160151252
13,61,11995,2,112525.31200660838,237501.0,1,81130.74995676463
4,61,12794,0,99916.06007951169,184233.6,1,72738.8917378845
14,22,10301,2,92386.38563764785,210140.4,1,67257.28874420763
10,58,14763,0,153544.84779057433,265734.0,1,118229.53279874224
10,57,8861,1,91262.15192744584,159498.0,1,67077.6816666727
10,54,2123,4,22113.53680148403,38214.0,0,0.0
12,59,6473,2,39055.960656825206,124281.6,1,27885.955908973196
2,60,11706,1,125116.95978917422,154519.2,0,0.0
9,32,7268,0,60433.69892836217,126463.2,1,46110.91228234034
5,53,9513,2,68705.77093609303,142695.0,0,0.0
8,40,3440,2,27877.68248962189,57791.99999999999,0,0.0
14,42,8347,1,59392.85805697183,170278.8,1,45316.750697469506
7,32,5374,4,59847.40254595314,87058.8,0,0.0
7,43,3910,2,33448.73087356566,63342.00000000001,0,0.0
9,40,11429,2,134133.82806465807,198864.6,1,92954.74284880803
3,49,9004,0,92961.05977724682,124255.2,0,0.0
14,53,9326,4,85698.88063702804,190250.4,1,56389.86345916445
17,47,8493,3,101225.46602948308,188544.6,1,72274.98274505092
18,40,14557,4,133296.17174718535,331899.6,1,91441.17381856914
12,36,4470,1,31242.429005939048,85824.0,1,23400.579325448347
14,26,2380,0,26902.433692110397,48552.0,1,21468.1420863041
13,33,2326,1,21534.461995128004,46054.799999999996,1,16280.053268316766
14,44,10138,1,85995.96483898324,206815.19999999998,1,65614.92117214421
9,38,9788,0,60347.89577449689,170311.19999999998,1,46045.44447594113
19,32,3193,0,34117.84433300049,74716.2,1,28420.164329389405
2,52,13027,4,143983.4535963133,171956.40000000002,0,0.0
11,62,3494,4,31317.485530531823,64988.4,0,0.0
17,29,9356,2,96314.39391358913,207703.2,1,72139.48104127824
2,61,2181,4,25266.01125714129,28789.2,0,0.0
19,43,7953,3,79331.53572873445,186100.19999999998,1,57753.358010518685
7,53,5450,3,39429.764300237155,88290.0,0,0.0
18,31,12956,3,103312.5128549872,295396.8,1,74488.32176844575
13,60,3948,3,25866.154050619563,78170.4,1,17744.181678725017
5,59,7028,3,63983.60699961616,105420.0,0,0.0
18,27,14074,1,92358.50531992009,320887.2,1,73055.57770805678
16,56,13953,3,93232.31361988357,301384.8,1,65915.24572925766
15,32,8462,3,97374.91698065437,177702.0,1,68162.44188645804
8,39,11837,2,109134.31276189901,198861.59999999998,1,74866.13855466273
15,54,12339,2,133896.59546704224,259119.0,1,98413.99766827602
1,62,13542,1,138441.09494752577,170629.2,0,0.0
17,34,4625,1,45336.46914622165,102675.0,1,35543.79181063777
15,60,7362,0,50323.51129429789,154602.0,1,40510.42659190979
14,26,8270,2,86551.27002282806,168708.0,1,63009.32457661883
14,57,4951,1,35436.23758952435,101000.4,1,27037.849280807084
10,46,3009,4,18716.095253188687,54162.0,0,0.0
2,25,7581,0,88765.25093994815,100069.20000000001,0,0.0
6,50,3278,0,33524.97572949384,51136.8,0,0.0
17,45,12823,2,152899.8092367825,284670.60000000003,1,114521.95711835005
5,63,9408,3,90570.61101434001,141120.0,0,0.0
5,42,10919,4,129023.6682116277,163785.0,0,0.0
15,62,5864,1,52964.22799531651,123144.0,1,40782.45555639371
15,32,11292,2,121085.7139889913,237132.0,1,88997.99978190858
11,48,10089,4,64593.397644251636,187655.4,1,41145.994299388294
5,58,14558,2,157430.47672532056,218370.0,1,104691.26702233819
1,62,10490,3,113065.06234386779,132174.0,0,0.0
11,31,7010,2,61551.86999979506,130386.0,1,43517.17208985511
11,32,4631,2,43300.34080528477,86136.6,1,30613.340949336332
6,64,8800,0,61817.13351660045,137280.0,1,45868.31306931753
8,30,9206,0,86053.68868004433,154660.8,1,65056.588642113515
2,63,9573,0,79014.82438790187,126363.6,0,0.0
15,24,5053,1,36950.00869975015,106113.0,1,28451.50669880761
9,27,9011,2,90176.20122101276,156791.4,1,62492.10744616185
15,46,9289,1,89158.187675664,195069.0,1,68651.80451026127
8,28,11760,4,114257.52607898295,197568.0,0,0.0
16,48,14762,1,160640.62972758902,318859.2,1,124817.76929833664
14,43,2976,3,34890.81573623762,60710.4,1,24179.335305212673
15,40,10189,4,90105.70795318771,213969.0,1,59920.29578886982
13,51,14939,1,121582.14169006071,295792.2,1,91916.09911768588
9,43,11559,2,109539.95141103087,201126.6,1,75911.18632784439
1,44,5309,1,50161.68851389099,66893.40000000001,0,0.0
6,33,11408,2,71619.14866260251,177964.80000000002,1,48128.06790126889
8,23,5215,4,54412.94654987921,87612.0,0,0.0
18,50,6908,4,73489.86948935979,157502.4,1,50414.05046970081
18,50,2537,4,15843.885278656304,57843.6,1,10868.905301158224
17,35,6930,3,81127.90633636151,153846.0,1,57925.32512416212
16,30,3304,2,37119.65427021401,71366.40000000001,1,27542.783468498787
13,63,4988,1,56332.92307926726,98762.4,1,42587.68984792604
4,47,13580,1,118807.14088727131,195552.0,1,82333.348634879
4,50,12517,0,97275.59148075756,180244.8,1,70816.6305979915
14,26,2675,1,23423.170276499815,54570.0,1,17871.87892096936
5,43,7915,4,84315.83936668962,118725.0,0,0.0
16,50,5492,1,50287.75747066823,118627.2,1,39073.5875547092
14,34,4225,4,40993.33864279136,86190.0,1,26973.616826956717
14,39,2726,4,19887.54824404515,55610.4,1,13086.00674458171
14,28,12260,1,75597.117065258,250104.0,1,57680.600320791855
14,34,4100,3,41334.76223333003,83640.0,1,28644.99022769771
19,57,7172,2,62514.25537197002,167824.8,1,47698.37684881312
3,42,6253,0,63025.7552427439,86291.4,0,0.0
17,49,4755,1,56062.571551635134,105561.0,1,43953.05609648194
14,59,9393,0,56851.292564112046,191617.19999999998,1,45367.33146616141
10,24,5351,1,43170.58458260327,96318.0,1,31730.3796682134
13,49,12477,4,114674.6276093785,247044.59999999998,1,74653.18257370539
4,43,10464,1,117193.45338890399,150681.6,0,0.0
11,64,6589,1,63865.63963142893,122555.40000000001,1,47388.304606520265
15,64,14315,4,151509.0320683357,300615.0,1,100753.50632544323
15,54,9656,4,73584.30718016322,202776.0,1,48933.56427480853
2,34,11383,1,106607.2486832807,150255.6,0,0.0
11,62,10276,3,115813.76877261668,191133.6,1,77826.85261519841
2,58,5618,3,50830.251125075665,74157.6,0,0.0
5,26,4935,0,45737.156707862974,74025.0,0,0.0
13,57,10016,4,83300.30352784604,198316.8,1,54228.49759662776
1,61,6402,0,52537.893685778436,80665.2,0,0.0
7,29,12179,3,111611.77220864002,197299.80000000002,1,71877.98130236418
7,23,4511,0,48443.73576178238,73078.20000000001,0,0.0
10,64,4677,1,39735.612396263685,84186.0,1,29205.675111253808
6,62,8022,3,69419.18931042697,125143.2,0,0.0
12,38,12516,3,128010.83501677451,240307.2,1,86919.3569763899
13,25,6100,1,57268.180391069516,120780.0,1,43294.744375648545
11,40,8331,0,89511.43579373069,154956.6,1,69550.38561172875
18,55,6931,0,58245.71474280428,158026.8,1,48110.96037755633
2,38,5002,4,44198.61079423692,66026.40000000001,0,0.0
16,46,13684,4,108368.764518544,295574.4,1,72823.80975646157
2,26,11686,3,121323.25725872797,154255.2,0,0.0
19,38,3710,3,40971.466621761545,86814.0,1,29827.227700642405
6,32,12601,3,127731.92080033601,196575.6,0,0.0
1,37,2818,0,23422.686175691382,35506.8,0,0.0
11,37,7935,4,49157.80352280001,147591.0,1,31313.520844023606
18,27,12490,0,81041.53967845828,284772.0,1,66940.31177440654
10,59,13897,1,164886.22176856984,250146.0,1,121191.37299989883
18,60,8144,1,87160.4204925491,185683.19999999998,1,68943.89260960634
1,39,11049,2,104327.3578281818,139217.4,0,0.0
19,24,5925,1,52144.14224923127,138645.0,1,41611.02551488655
16,39,3425,3,30011.671637054307,73980.0,1,21218.251847397387
7,28,9256,3,106140.65427492166,149947.2,0,0.0
15,32,13103,2,93839.05701719467,275163.0,1,68971.70690763807
1,36,13652,0,120705.7706472686,172015.2,0,0.0
9,58,3485,4,25507.268411039713,60639.0,0,0.0
2,35,6132,3,37131.45834422813,80942.40000000001,0,0.0
17,44,4554,2,45218.170721294504,101098.8,1,33868.409870249576
10,57,8206,2,70285.66555121505,147708.0,1,49199.96588585053
6,38,5004,1,32477.65373566283,78062.40000000001,0,0.0
5,43,4628,1,27910.967565059673,69420.0,0,0.0
8,45,2541,4,19326.036216638124,42688.799999999996,0,0.0
8,48,10382,4,122183.60398517564,174417.59999999998,0,0.0
5,38,12410,3,123548.99389055643,186150.0,0,0.0
12,44,5705,4,49088.94533828821,109536.0,0,0.0
7,28,4625,1,35862.46850135068,74925.0,0,0.0
13,22,11466,0,108243.78800475127,227026.8,1,85620.83631175823
13,48,3711,0,32135.870122271434,73477.8,1,25419.4732667167
17,55,8181,1,94617.49438647054,181618.2,1,74180.1155989929
4,58,9060,3,73154.76482625022,130464.0,0,0.0
18,36,2702,0,22287.51408016285,61605.6,1,18409.486630214513
10,39,14219,3,152200.67203154598,255942.0,1,101213.44690097809
3,25,12873,1,142266.1458830594,177647.4,0,0.0
12,50,4315,0,48240.63737667294,82848.0,1,37820.65970331158
1,44,2826,4,31690.736098468045,35607.6,0,0.0
11,64,3471,2,32207.372433282122,64560.6,0,0.0
18,43,12437,0,81878.31154602919,283563.6,1,67631.4853370201
13,41,3377,1,24575.506279684276,66864.59999999999,1,18579.08274744131
17,43,6626,1,69772.36293587089,147097.2,1,54701.532541722765
8,33,12636,1,139281.91055523822,212284.8,1,100422.25751032676
19,56,13846,0,123349.58435068313,323996.39999999997,1,102750.20376411904
17,47,8925,3,98988.74503490832,198135.0,1,70677.96395492453
2,35,14993,4,129945.89745410322,197907.6,0,0.0
3,41,7908,4,60010.51449900044,109130.4,0,0.0
3,57,12436,2,108833.16230971612,171616.8,0,0.0
6,33,3622,0,39597.437821419335,56503.200000000004,0,0.0
10,30,11176,1,70583.62297694218,201168.0,1,51878.9628880525
18,54,8021,0,59621.26867967708,182878.8,1,49247.16792941326
18,45,13936,0,98557.27464784915,317740.8,1,81408.30885912338
14,30,14669,0,114553.32878991081,299247.6,1,91413.55637434883
16,45,14115,4,110792.35590720171,304884.0,1,74452.46316963955
7,51,4941,0,41335.95805739982,80044.20000000001,0,0.0
1,26,12730,3,105177.98409467362,160398.0,0,0.0
17,29,4803,3,57128.56551990324,106626.6,1,40789.79578121091
5,36,13191,1,131600.05547242847,197865.0,1,92120.03883069992
1,41,9256,0,96373.02576380542,116625.6,0,0.0
17,36,3119,3,36649.722331058605,69241.8,1,26167.901744375842
10,43,2441,4,20590.85941562425,43938.0,0,0.0
12,53,7696,4,78531.39248051702,147763.2,1,50574.216757452974
2,27,12898,1,147416.51127974203,170253.6,0,0.0
16,59,3011,3,18860.11961476524,65037.6,1,13334.104567639022
15,54,10008,0,112955.79777202246,210168.0,1,90929.41720647806
13,32,2154,2,13929.734786155248,42649.2,1,10043.33878081793
18,49,3010,2,21599.768068469813,68628.0,1,16329.424659763175
14,24,6335,4,74424.15769440035,129234.0,1,48971.095762915436
18,24,8503,3,92265.80957715781,193868.4,1,66523.64870513076
2,50,5889,2,41907.20557925283,77734.8,0,0.0
2,32,2239,0,23487.741849495484,29554.800000000003,0,0.0
3,58,6619,3,57460.92244024331,91342.2,0,0.0
5,64,4461,4,37059.95013575121,66915.0,0,0.0
16,53,5806,3,37473.352057309145,125409.6,1,26493.659904517557
15,36,14027,4,132384.95099756037,294567.0,1,88035.99241337764
12,25,7470,4,50054.944094554216,143424.0,1,32235.383996892917
9,53,14313,1,106169.22624736137,249046.19999999998,1,77291.19670807908
14,64,9428,4,57282.46143654976,192331.19999999998,1,37691.85962524975
16,55,13551,4,104395.55215118258,292701.60000000003,1,70153.81104559469
11,31,8386,3,71151.99990287764,155979.6,1,47814.14393473377
6,51,2048,1,15449.4843833034,31948.800000000003,0,0.0
10,62,8263,0,87795.83553476767,148734.0,1,67602.79336177111
8,39,3496,2,34257.4067559819,58732.799999999996,0,0.0
16,38,2333,0,21400.963683864877,50392.8,1,17377.58251129828
3,26,6354,2,46865.01498982146,87685.2,0,0.0
2,29,9100,2,88790.38409917318,120120.00000000001,0,0.0
16,61,3160,3,33071.12584465376,68256.0,1,23381.285972170204
19,26,9233,2,68197.77949049037,216052.19999999998,1,52034.90575124414
9,38,11257,0,71648.90268678342,195871.8,1,54668.112750015745
16,60,3423,1,24581.583639951034,73936.8,1,19099.890488241952
4,60,13885,2,117527.5358534142,199944.0,0,0.0
10,63,13521,0,82378.21364591159,243378.0,1,63431.22450735192
19,48,9008,0,91407.83216999972,210787.19999999998,1,76142.72419760976
13,53,4422,1,35679.63648266598,87555.59999999999,1,26973.805180895473
18,28,3002,4,30813.561144049498,68445.59999999999,1,21138.102944817954
15,43,3961,1,25613.3224622802,83181.0,1,19722.25829595575
4,33,6172,3,40032.318006768044,88876.8,0,0.0
9,45,13327,1,82373.6327704691,231889.8,1,59968.00465690151
4,64,11337,1,84026.58663641929,163252.8,0,0.0
16,38,14180,2,149887.5800214485,306288.0,1,111216.58437591475
15,28,14066,1,132947.41930284887,295386.0,1,102369.51286319361
2,38,6017,2,65576.26837015401,79424.40000000001,0,0.0
14,41,6911,3,53453.5548643442,140984.4,1,37043.31352099053
3,48,11595,0,77772.80213485901,160011.0,0,0.0
4,31,7705,3,92296.36203566665,110952.0,0,0.0
1,27,2963,4,19252.48003149532,37333.8,0,0.0
9,53,14365,1,139699.67342334063,249951.0,1,101701.36225219198
17,29,7417,4,61841.734094216816,164657.4,1,41990.53744997321
14,40,6377,0,52951.57563328826,130090.8,1,42255.35735536403
17,40,3106,2,32912.145326515856,68953.2,1,24651.196849560372
1,43,6711,4,41815.75686796244,84558.6,0,0.0
10,56,5617,1,54425.71152966759,101106.0,1,40002.89797430568
16,49,11022,4,81116.8085013768,238075.2,1,54510.49531292521
19,54,4227,2,37012.11000015547,98911.8,1,28240.23993011862
3,27,6247,0,63787.05693723814,86208.59999999999,0,0.0
12,33,11572,4,129157.75777423652,222182.40000000002,1,83177.59600660834
3,54,11769,4,139619.22952081115,162412.19999999998,0,0.0
15,55,14729,3,175016.5824138435,309309.0,1,122511.60768969044
17,33,3136,2,22042.57347825204,69619.2,1,16509.887535210775
18,58,6321,0,54872.99862852252,144118.8,1,45325.0968671596
7,57,11241,2,86919.82320510622,182104.2,1,59018.55995626712
19,24,9752,2,89487.64896622571,228196.8,1,68279.0761612302
7,57,14552,0,170229.97222619315,235742.40000000002,1,127502.24919741867
5,60,4523,4,28605.49124599751,67845.0,0,0.0
8,49,13574,1,97254.36404185138,228043.19999999998,1,70120.39647417484
16,32,4166,0,32013.73124447192,89985.6,1,25995.149770511194
16,37,5903,2,67808.85674928273,127504.8,1,50314.17170796778
19,24,8632,2,58587.04709227138,201988.8,1,44701.91693140305
15,43,3862,4,36125.96052393645,81102.0,1,24023.763748417736
7,36,13505,3,119215.76383271631,218781.0,1,76774.9519082693
5,56,12858,4,138889.64058403976,192870.0,0,0.0
11,41,7690,4,51780.320019474246,143034.0,1,32984.063852405096
10,64,11782,2,123635.86363601919,212076.0,1,86545.10454521343
9,25,7107,1,77171.825959688,123661.8,1,56181.08929865286
1,50,11862,1,139109.58799899573,149461.2,0,0.0
1,41,3621,3,22080.7908310013,45624.6,0,0.0
8,50,5731,3,43750.25943136413,96280.79999999999,0,0.0
3,35,12947,2,104267.68310360561,178668.59999999998,0,0.0
2,22,4853,1,44444.780897527504,64059.600000000006,0,0.0
4,39,6729,3,42406.37394364947,96897.59999999999,0,0.0
19,38,6105,0,44295.92553391304,142857.0,1,36898.50596974956
11,36,2600,0,15938.2286685536,48360.0,1,12384.003675466147
